City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
338,saint-francois,46.4154,3.9054,7.58,82,0,2.06,FR,2024-2-7
339,sao goncalo do amarante,-3.6072,-38.9683,25.96,86,88,3.11,BR,2024-2-7
340,moyale,3.5167,39.0584,23.42,47,54,3.71,KE,2024-2-7
341,gao,16.6362,1.637,14.45,23,43,5.88,ML,2024-2-7
342,pama,11.2497,0.7075,23.47,16,100,4.1,BF,2024-2-7
343,goodyear,33.4353,-112.3582,13.21,85,100,6.17,US,2024-2-7
344,novaya ladoga,60.1025,32.3019,-19.4,98,85,3.88,RU,2024-2-7
345,woodstock,43.1334,-80.7497,-1.04,78,90,2.47,CA,2024-2-7
346,shahrud,36.4182,54.9763,3.71,52,0,0.45,IR,2024-2-7
347,flying fish cove,-10.4217,105.6791,28.82,78,100,2.57,CX,2024-2-7
348,kembe,4.6228,21.8865,17.43,40,58,1.28,CF,2024-2-7
349,chongwe,-15.3292,28.682,20.32,95,39,1.12,ZM,2024-2-7
350,villa gesell,-37.2639,-56.973,21.7,91,64,7.42,AR,2024-2-7
351,namibe,-15.1961,12.1522,25.32,80,100,2.13,AO,2024-2-7
352,praia,14.9215,-23.5087,22.3,83,3,7.2,CV,2024-2-7
353,bethanie,-26.4833,17.15,24.49,36,96,3.55,NA,2024-2-7
354,east london,-33.0153,27.9116,22.52,83,40,5.14,ZA,2024-2-7
355,tangalle,6.024,80.7911,29.09,59,30,5.85,LK,2024-2-7
356,itoman,26.1247,127.6694,21.43,74,75,2.57,JP,2024-2-7
357,talnakh,69.4865,88.3972,-12.66,82,100,2.92,RU,2024-2-7
358,nadym,65.5333,72.5167,-12.68,96,94,4.81,RU,2024-2-7
359,constitucion,-35.3333,-72.4167,16.63,94,42,3.36,CL,2024-2-7
360,isabela,6.7085,121.9711,30.03,76,91,0.72,PH,2024-2-7
361,moyynkum,44.2914,72.9469,4.55,69,100,2.43,KZ,2024-2-7
362,hadibu,12.65,54.0333,25.7,67,26,4.18,YE,2024-2-7
363,dakhla,23.6848,-15.958,19.68,39,57,4.73,EH,2024-2-7
364,tateyama,34.9833,139.8667,8.75,51,92,3.23,JP,2024-2-7
365,mutsu,41.2894,141.2169,0.01,80,75,1.03,JP,2024-2-7
366,uturoa,-16.7333,-151.4333,28.21,88,100,14.1,PF,2024-2-7
367,hastings,50.8552,0.5729,7.51,55,100,6.14,GB,2024-2-7
368,delijan,33.9905,50.6838,2.68,64,3,2.41,IR,2024-2-7
369,deoria,26.5047,83.7872,16.03,35,28,6.62,IN,2024-2-7
370,coahuayana de hidalgo,18.7,-103.6583,23.86,82,55,0.82,MX,2024-2-7
371,broken hill,-31.95,141.4333,27.32,19,61,8.41,AU,2024-2-7
372,bandon,51.7469,-8.7425,4.77,87,99,1.84,IE,2024-2-7
373,khorinsk,52.1657,109.7726,-13.82,85,47,0.99,RU,2024-2-7
374,grand-popo,6.2804,1.8225,24.25,68,15,1.71,BJ,2024-2-7
375,puerto ayacucho,5.6639,-67.6236,24.46,92,71,1.73,VE,2024-2-7
376,tadine,-21.55,167.8833,25.47,83,100,8.2,NC,2024-2-7
377,bengkulu,-3.8004,102.2655,29.04,68,74,2.77,ID,2024-2-7
378,myeik,12.4333,98.6,29.56,48,4,2.35,MM,2024-2-7
379,mazamari,-11.3258,-74.5308,21.08,97,69,0.73,PE,2024-2-7
380,linhares,-19.3911,-40.0722,23.3,97,100,1.39,BR,2024-2-7
381,dalandzadgad,43.5708,104.425,-9.25,66,48,1.04,MN,2024-2-7
382,rongelap,11.1635,166.8941,26.86,81,97,6.37,MH,2024-2-7
383,shenjiamen,29.9576,122.298,5.72,73,100,7.76,CN,2024-2-7
384,nchelenge,-9.3451,28.734,20.51,90,99,1.52,ZM,2024-2-7
385,mermoz boabab,14.7065,-17.4758,26.31,73,0,5.14,SN,2024-2-7
386,naifaru,5.4444,73.3657,28.02,74,13,7.29,MV,2024-2-7
387,crane,31.3974,-102.3501,13.25,54,100,11.14,US,2024-2-7
388,baklan,37.9769,29.6086,-0.84,45,6,2.72,TR,2024-2-7
389,delta,5.5,6.0,23.04,96,58,1.04,NG,2024-2-7
390,fale old settlement,-9.3852,-171.2468,28.92,81,100,10.21,TK,2024-2-7
391,honefoss,60.168,10.2565,-9.16,98,97,1.14,NO,2024-2-7
392,trairi,-3.2778,-39.2689,26.76,83,65,4.24,BR,2024-2-7
393,banda aceh,5.5577,95.3222,30.41,62,6,4.63,ID,2024-2-7
394,amble,55.3333,-1.5833,1.08,75,40,3.6,GB,2024-2-7
395,thief river falls,48.1191,-96.1812,0.53,93,100,2.06,US,2024-2-7
396,querqueville,49.6625,-1.6912,11.82,93,100,13.38,FR,2024-2-7
397,marka,1.7159,44.7717,27.69,77,67,6.91,SO,2024-2-7
398,yanam,16.7333,82.2167,32.39,45,0,0.76,IN,2024-2-7
399,sao felix do xingu,-6.6447,-51.995,22.15,98,91,0.51,BR,2024-2-7
400,mizunami,35.3667,137.25,11.85,44,37,4.98,JP,2024-2-7
401,carutapera,-1.195,-46.02,25.97,87,14,3.07,BR,2024-2-7
402,utena,55.5,25.6,1.86,88,100,9.77,LT,2024-2-7
403,port saint john's,-31.6229,29.5448,23.93,85,66,7.96,ZA,2024-2-7
404,kruisfontein,-34.0033,24.7314,21.05,76,16,6.65,ZA,2024-2-7
405,ataq,14.5377,46.8319,18.76,56,14,0.93,YE,2024-2-7
406,gantang,26.92,119.6333,8.88,97,100,0.83,CN,2024-2-7
407,bahia de caraquez,-0.6,-80.4167,27.1,89,73,1.69,EC,2024-2-7
408,touros,-5.1989,-35.4608,26.59,82,100,4.46,BR,2024-2-7
409,arkalyk,50.2486,66.9114,-2.97,96,99,10.47,KZ,2024-2-7
410,cockburn town,21.4612,-71.1419,24.47,65,84,12.28,TC,2024-2-7
411,sokoni,-6.4333,39.55,28.21,77,61,4.18,TZ,2024-2-7
412,el abiodh sidi cheikh,32.893,0.5484,7.46,41,0,2.54,DZ,2024-2-7
413,bena,11.2844,5.9347,18.85,24,17,4.68,NG,2024-2-7
414,nicoya,10.1483,-85.452,23.37,82,57,1.34,CR,2024-2-7
415,grand falls-windsor,48.9332,-55.6649,-2.5,92,100,5.4,CA,2024-2-7
416,talcahuano,-36.7167,-73.1167,18.82,100,100,3.09,CL,2024-2-7
417,san luis,-33.295,-66.3356,26.76,45,0,6.61,AR,2024-2-7
418,kapa'a,22.0752,-159.319,25.99,71,100,8.23,US,2024-2-7
419,kolondieba,11.0882,-6.8926,21.47,18,41,2.57,ML,2024-2-7
420,el granada,37.5027,-122.4694,12.1,82,100,6.69,US,2024-2-7
421,toliara,-23.35,43.6667,26.59,81,11,4.99,MG,2024-2-7
422,taulaga,-11.0553,-171.0883,28.08,84,100,11.6,AS,2024-2-7
423,dargecit,37.5454,41.7197,5.16,92,93,1.18,TR,2024-2-7
424,suwayr,30.1171,40.3893,6.52,65,3,0.66,SA,2024-2-7
425,nabire,-3.3667,135.4833,25.84,85,100,1.64,ID,2024-2-7
426,vernal,40.4555,-109.5287,3.62,93,100,0.0,US,2024-2-7
427,yorosso,12.3536,-4.7761,19.95,17,66,3.89,ML,2024-2-7
428,berezovyy,51.6667,135.7,-11.63,64,34,1.26,RU,2024-2-7
429,verkhnevilyuysk,63.4453,120.3167,-24.85,95,98,1.47,RU,2024-2-7
430,kavieng,-2.5744,150.7967,27.66,81,99,4.35,PG,2024-2-7
431,callao,-12.0667,-77.15,28.18,65,0,6.17,PE,2024-2-7
432,bosaso,11.2842,49.1816,25.99,78,0,0.0,SO,2024-2-7
433,cidreira,-30.1811,-50.2056,23.67,86,100,5.62,BR,2024-2-7
434,hasaki,35.7333,140.8333,9.22,47,71,5.11,JP,2024-2-7
435,saint-philippe,-21.3585,55.7679,28.77,80,94,2.96,RE,2024-2-7
436,aleg,17.0481,-13.9209,23.62,10,0,6.4,MR,2024-2-7
437,levuka,50.1834,-105.4011,-1.16,85,100,4.44,CA,2024-2-7
438,noumea,-22.2763,166.4572,28.99,79,100,7.34,NC,2024-2-7
439,lloydminster,53.2835,-110.0016,-4.88,93,100,5.14,CA,2024-2-7
440,mogadishu,2.0371,45.3438,27.93,83,75,6.69,SO,2024-2-7
441,suntar,62.1444,117.6319,-20.33,94,100,2.17,RU,2024-2-7
442,basco,20.4487,121.9702,25.07,75,3,4.96,PH,2024-2-7
443,gamba,-2.65,10.0,25.42,88,100,0.91,GA,2024-2-7
444,mazsalaca,57.8633,25.0547,-5.1,92,100,5.06,LV,2024-2-7
445,bandiagara,14.3501,-3.6104,19.56,11,32,5.15,ML,2024-2-7
446,chonchi,-42.6128,-73.8092,11.73,79,39,1.11,CL,2024-2-7
447,la mojonera,37.2923,-2.4373,7.5,75,2,3.75,ES,2024-2-7
448,posse,-14.0931,-46.3694,20.63,92,92,1.41,BR,2024-2-7
449,chernyshevskiy,63.0128,112.4714,-24.11,94,85,1.37,RU,2024-2-7
450,otjimbingwe,-22.35,16.1333,24.85,37,99,0.2,NA,2024-2-7
451,qui nhon,13.7667,109.2333,26.65,76,52,3.33,VN,2024-2-7
452,labytnangi,66.6572,66.4183,-20.08,98,100,2.22,RU,2024-2-7
453,skovorodino,53.9833,123.9167,-5.75,63,77,3.98,RU,2024-2-7
454,sabang,5.8933,95.3214,27.97,76,32,6.8,ID,2024-2-7
455,bairnsdale,-37.8333,147.6167,21.7,48,0,2.68,AU,2024-2-7
456,aasiaat,68.7098,-52.8699,-7.08,82,100,9.44,GL,2024-2-7
457,remire-montjoly,4.9167,-52.2667,26.02,94,40,2.57,GF,2024-2-7
458,rumbek,6.802,29.6912,23.39,23,36,2.57,SS,2024-2-7
459,loralai,30.3705,68.598,6.82,73,40,0.35,PK,2024-2-7
460,paredon,16.0333,-93.8667,20.19,63,0,6.82,MX,2024-2-7
461,at taj,24.2049,23.2857,7.96,59,7,2.65,LY,2024-2-7
462,souillac,-20.5167,57.5167,29.08,78,75,4.12,MU,2024-2-7
463,hilo,19.7297,-155.09,21.25,86,100,3.09,US,2024-2-7
464,bodaybo,57.8506,114.1933,-7.32,84,100,2.49,RU,2024-2-7
465,vernon,50.2581,-119.2691,2.09,100,100,0.0,CA,2024-2-7
466,llandudno,53.325,-3.8315,3.99,46,99,0.89,GB,2024-2-7
467,shache,38.4167,77.2406,-0.33,63,89,1.4,CN,2024-2-7
468,midvagur,62.0511,-7.1939,0.46,59,75,9.26,FO,2024-2-7
469,las heras,-46.5419,-68.9359,10.64,37,40,21.81,AR,2024-2-7
470,mata-utu,-13.2816,-176.1745,28.75,79,96,6.25,WF,2024-2-7
471,westport,41.1415,-73.3579,0.97,71,0,2.24,US,2024-2-7
472,gibara,21.1097,-76.1317,17.62,65,17,6.46,CU,2024-2-7
473,bull savanna,17.8868,-77.5902,20.24,69,25,5.26,JM,2024-2-7
474,meybod,32.2501,54.0166,5.01,26,0,0.64,IR,2024-2-7
475,arrifes,37.7667,-25.7,16.14,94,40,8.23,PT,2024-2-7
476,crockett,31.3182,-95.4566,9.79,93,20,0.0,US,2024-2-7
477,patong,7.8961,98.2966,32.08,66,99,1.39,TH,2024-2-7
478,cole harbour,44.6724,-63.4751,-1.13,88,100,2.24,CA,2024-2-7
479,mitu,1.1983,-70.1733,23.11,99,100,0.38,CO,2024-2-7
480,ryotsu-minato,38.0833,138.4333,4.44,77,99,2.83,JP,2024-2-7
481,chibougamau,49.9168,-74.3659,-5.21,80,100,3.09,CA,2024-2-7
482,banka,24.8833,86.9167,21.43,29,5,6.68,IN,2024-2-7
483,al burayqah,30.4062,19.5739,14.92,65,11,2.83,LY,2024-2-7
484,ambon,-3.6954,128.1814,33.08,55,40,6.69,ID,2024-2-7
485,selfoss,63.9331,-20.9971,-8.06,87,24,4.49,IS,2024-2-7
486,brady,31.1352,-99.3351,12.52,54,100,3.6,US,2024-2-7
487,alvorada,-12.48,-49.1247,22.48,94,99,1.63,BR,2024-2-7
488,tocopilla,-22.092,-70.1979,22.95,81,23,0.66,CL,2024-2-7
489,lichuan,30.3,108.85,1.54,90,96,1.23,CN,2024-2-7
490,rocha,-34.4833,-54.3333,17.8,89,21,3.36,UY,2024-2-7
491,canyon lake,29.8752,-98.2625,13.83,71,82,2.68,US,2024-2-7
492,vikhorevka,56.1201,101.1636,-9.23,84,99,1.32,RU,2024-2-7
493,antalaha,-14.9003,50.2788,26.24,84,96,0.57,MG,2024-2-7
494,kundiawa,-6.0167,144.9667,21.36,89,99,0.39,PG,2024-2-7
495,walvis bay,-22.9575,14.5053,19.53,88,100,1.03,NA,2024-2-7
496,tacna,-18.0056,-70.2483,22.11,68,0,2.06,PE,2024-2-7
497,lompoc,34.6391,-120.4579,11.55,84,75,4.02,US,2024-2-7
498,koppal,15.35,76.15,29.69,32,0,2.61,IN,2024-2-7
499,chinde,26.8418,88.0763,14.31,45,1,2.19,NP,2024-2-7
500,dehdasht,30.7949,50.5646,9.13,54,4,0.74,IR,2024-2-7
501,namtsy,62.7161,129.6658,-31.22,95,99,1.04,RU,2024-2-7
502,yeniseysk,58.4497,92.1703,-10.59,92,86,1.34,RU,2024-2-7
503,arauco,-37.2463,-73.3175,18.54,92,94,1.27,CL,2024-2-7
504,qarazhal,48.0078,70.7903,1.09,98,100,11.36,KZ,2024-2-7
505,birobidzhan,48.8,132.95,-16.77,81,33,2.14,RU,2024-2-7
506,dalbandin,28.8947,64.4101,15.6,20,0,1.53,PK,2024-2-7
507,narvik,68.4384,17.4272,-6.33,92,98,2.22,NO,2024-2-7
508,iskateley,67.6803,53.1512,-24.99,97,100,1.79,RU,2024-2-7
509,kayangel,8.0823,134.7173,27.63,69,87,8.74,PW,2024-2-7
510,neiafu,-18.65,-173.9833,30.38,70,40,3.09,TO,2024-2-7
511,santa barbara,34.7333,-120.0343,8.24,82,75,2.06,US,2024-2-7
512,chicama,-7.8447,-79.1469,24.3,75,25,2.24,PE,2024-2-7
513,pelabuhanratu,-6.9875,106.5514,28.65,71,86,2.31,ID,2024-2-7
514,saurimo,-9.6608,20.3916,16.92,98,75,0.98,AO,2024-2-7
515,nouadhibou,20.931,-17.0347,19.99,42,16,3.6,MR,2024-2-7
516,beyneu,45.3167,55.2,-0.37,72,47,10.79,KZ,2024-2-7
517,revda,56.801,59.9303,-2.6,95,100,5.18,RU,2024-2-7
518,karabuk,41.2049,32.6277,6.3,66,11,1.26,TR,2024-2-7
519,ibarreta,-25.2144,-59.8585,22.99,87,100,1.62,AR,2024-2-7
520,sur,22.5667,59.5289,22.89,57,100,4.16,OM,2024-2-7
521,krishnagiri,12.5333,78.2333,28.59,33,8,2.42,IN,2024-2-7
522,cestos city,5.46,-9.5828,26.37,86,10,0.79,LR,2024-2-7
523,tongging,2.8969,98.5262,27.26,54,100,1.45,ID,2024-2-7
524,mount washington,38.0501,-85.5458,2.86,86,1,2.1,US,2024-2-7
525,aripuana,-9.1667,-60.6333,22.96,87,67,0.62,BR,2024-2-7
526,eusebio ayala,-25.4,-56.9667,22.45,85,64,1.4,PY,2024-2-7
527,chita,52.0333,113.55,-16.06,72,28,2.0,RU,2024-2-7
528,port macquarie,-31.4333,152.9167,23.83,86,100,5.63,AU,2024-2-7
529,vad,55.5301,44.2114,-23.28,99,23,2.4,RU,2024-2-7
530,korla,41.7597,86.1469,-2.28,63,60,2.28,CN,2024-2-7
531,brisas de zicatela,15.8369,-97.0419,26.29,69,40,1.03,MX,2024-2-7
532,srednebelaya,50.6594,128.0106,-9.79,79,100,0.84,RU,2024-2-7
533,tirebolu,41.0069,38.8139,10.81,62,38,4.69,TR,2024-2-7
534,ishigaki,24.3448,124.1572,22.07,83,75,4.63,JP,2024-2-7
535,katutura,-22.521,17.0557,22.73,59,100,0.98,NA,2024-2-7
536,el bauga,18.262,33.9081,13.61,55,100,4.92,SD,2024-2-7
537,phan rang-thap cham,11.5667,108.9833,30.73,54,22,5.39,VN,2024-2-7
538,pimenta bueno,-11.6725,-61.1936,23.87,92,93,0.95,BR,2024-2-7
539,khoyniki,51.8911,29.9552,5.18,93,100,7.76,BY,2024-2-7
540,island harbour,50.724,-1.2758,9.07,93,100,2.24,GB,2024-2-7
541,pinotepa nacional,16.3167,-98.0167,20.87,92,6,1.43,MX,2024-2-7
542,caleta de carquin,-11.0925,-77.6267,24.32,83,15,3.74,PE,2024-2-7
543,lesozavodsk,45.4794,133.4244,-11.23,86,78,3.04,RU,2024-2-7
544,shibirghan,36.6676,65.7529,13.02,28,82,2.23,AF,2024-2-7
545,zouerate,22.7187,-12.4521,15.79,13,95,4.45,MR,2024-2-7
546,axim,4.8699,-2.2405,24.21,87,8,1.96,GH,2024-2-7
547,kalabo,-14.97,22.6814,20.06,93,89,1.76,ZM,2024-2-7
548,kamaishi,39.2667,141.8833,4.4,53,72,0.63,JP,2024-2-7
549,nova sintra,14.8667,-24.7167,20.95,73,0,5.55,CV,2024-2-7
550,martapura,-3.4167,114.85,27.05,83,40,5.14,ID,2024-2-7
551,bac lieu,9.285,105.7244,29.63,64,100,5.26,VN,2024-2-7
552,praia da vitoria,38.7333,-27.0667,17.14,82,20,6.88,PT,2024-2-7
553,wainwright,52.839,-110.8572,-6.64,86,53,3.21,CA,2024-2-7
554,porbandar,21.6422,69.6093,23.99,69,21,4.63,IN,2024-2-7
555,margate,51.3813,1.3862,5.73,94,100,1.34,GB,2024-2-7
556,gadani,25.1185,66.7299,19.12,61,88,2.98,PK,2024-2-7
557,kichmengskiy gorodok,59.9816,45.7854,-25.59,100,78,1.79,RU,2024-2-7
558,plonsk,52.6235,20.3755,8.26,92,100,8.49,PL,2024-2-7
559,fish town,5.1964,-7.8756,22.23,98,36,0.6,LR,2024-2-7
560,youhao,47.8667,128.8333,-7.31,69,72,3.91,CN,2024-2-7
561,shahdad kot,27.8477,67.9055,18.91,44,10,4.11,PK,2024-2-7
562,kisiwani,-4.1333,37.95,23.02,85,77,0.79,TZ,2024-2-7
563,winnemucca,40.973,-117.7357,1.03,86,100,0.0,US,2024-2-7
564,portland,45.5234,-122.6762,8.32,93,75,2.06,US,2024-2-7
565,posto fiscal rolim de moura,-13.0833,-62.2667,24.66,83,99,1.12,BR,2024-2-7
566,novyy urgal,51.0736,132.5642,-20.09,83,100,0.39,RU,2024-2-7
567,argo,37.6333,22.7333,10.44,58,5,2.44,GR,2024-2-7
568,kirawsk,53.2686,29.4736,4.37,97,100,9.94,BY,2024-2-7
569,kem',64.9555,34.5793,-26.34,98,97,2.24,RU,2024-2-7
570,twon-brass,4.3151,6.2418,26.75,82,48,2.61,NG,2024-2-7
571,chandbali,20.7833,86.7667,27.36,49,1,4.91,IN,2024-2-7
572,bikenibeu village,1.3673,173.1241,29.98,79,75,3.6,KI,2024-2-7
